email,is_google,ee_account_id,is_active
nadia@canstrategy.work,TRUE,nadia_canstrategy_work,TRUE
nadia@comelead.work,TRUE,nadia_comelead_work,TRUE
nadia@couldbrand.work,TRUE,nadia_couldbrand_work,TRUE
nadia@firstgrowth.work,TRUE,nadia_firstgrowth_work,TRUE
nadia@forgrowth.work,TRUE,nadia_forgrowth_work,TRUE
nadia@fromaction.work,TRUE,nadia_fromaction_work,TRUE
nadia@givemarket.work,TRUE,nadia_givemarket_work,TRUE
nadia@gobuzz.work,TRUE,nadia_gobuzz_work,TRUE
alice@orboost.work,TRUE,alice_orboost_work,TRUE
melissa@knowbuzz.work,TRUE,melissa_knowbuzz_work,TRUE
melissa@getbuzz.work,TRUE,melissa_getbuzz_work,TRUE
nadia@intosales.work,TRUE,nadia_intosales_work,TRUE
nadia@onlygrowth.work,TRUE,nadia_onlygrowth_work,TRUE
nadia@overaction.work,TRUE,nadia_overaction_work,TRUE
nadia.s@comelead.work,TRUE,nadia_s_comelead_work,TRUE
nadias@comelead.work,TRUE,nadias_comelead_work,TRUE
nadia.s@couldbrand.work,TRUE,nadia_s_couldbrand_work,TRUE
nadias@couldbrand.work,TRUE,nadias_couldbrand_work,TRUE
nadia@seecampaign.work,TRUE,nadia_seecampaign_work,TRUE
nadia.s@firstgrowth.work,TRUE,nadia_s_firstgrowth_work,TRUE
nadias@firstgrowth.work,TRUE,nadias_firstgrowth_work,TRUE
nadia.s@forgrowth.work,TRUE,nadia_s_forgrowth_work,TRUE
nadias@forgrowth.work,TRUE,nadias_forgrowth_work,TRUE
nadia.s@fromaction.work,TRUE,nadia_s_fromaction_work,TRUE
nadias@fromaction.work,TRUE,nadias_fromaction_work,TRUE
nadia.s@givemarket.work,TRUE,nadia_s_givemarket_work,TRUE
nadias@givemarket.work,TRUE,nadias_givemarket_work,TRUE
nadia.s@gobuzz.work,TRUE,nadia_s_gobuzz_work,TRUE
nadias@gobuzz.work,TRUE,nadias_gobuzz_work,TRUE
nadia.s@howdigital.work,TRUE,nadia_s_howdigital_work,TRUE
nadias@howdigital.work,TRUE,nadias_howdigital_work,TRUE
nadia.s@intodigital.work,TRUE,nadia_s_intodigital_work,TRUE
nadias@intodigital.work,TRUE,nadias_intodigital_work,TRUE
nadia.s@intogrowth.work,TRUE,nadia_s_intogrowth_work,TRUE
nadias@intogrowth.work,TRUE,nadias_intogrowth_work,TRUE
nadia.s@intosales.work,TRUE,nadia_s_intosales_work,TRUE
nadias@intosales.work,TRUE,nadias_intosales_work,TRUE
nadia.smith@betarget.work,TRUE,nadia_smith_betarget_work,TRUE
nadia.smith@canstrategy.work,TRUE,nadia_smith_canstrategy_work,TRUE
nadia.smith@comelead.work,TRUE,nadia_smith_comelead_work,TRUE
nadia.smith@couldbrand.work,TRUE,nadia_smith_couldbrand_work,TRUE
nadia.smith@firstgrowth.work,TRUE,nadia_smith_firstgrowth_work,TRUE
nadia.smith@forgrowth.work,TRUE,nadia_smith_forgrowth_work,TRUE
nadia.smith@fromaction.work,TRUE,nadia_smith_fromaction_work,TRUE
nadia.smith@givemarket.work,TRUE,nadia_smith_givemarket_work,TRUE
nadia.smith@gobuzz.work,TRUE,nadia_smith_gobuzz_work,TRUE
nadia.smith@howdigital.work,TRUE,nadia_smith_howdigital_work,TRUE
nadia.smith@intodigital.work,TRUE,nadia_smith_intodigital_work,TRUE
nadia.smith@intogrowth.work,TRUE,nadia_smith_intogrowth_work,TRUE
nadia.smith@intosales.work,TRUE,nadia_smith_intosales_work,TRUE
nadia.smith@onlygrowth.work,TRUE,nadia_smith_onlygrowth_work,TRUE
nadia.smith@overaction.work,TRUE,nadia_smith_overaction_work,TRUE
nadia.smith@seecampaign.work,TRUE,nadia_smith_seecampaign_work,TRUE
nadia.smith@thereresult.work,TRUE,nadia_smith_thereresult_work,TRUE
nadia.smith@thinkresult.work,TRUE,nadia_smith_thinkresult_work,TRUE
nadia.smith@tomarket.work,TRUE,nadia_smith_tomarket_work,TRUE
nadia.smith@uslead.work,TRUE,nadia_smith_uslead_work,TRUE
nadia.smith@waybrand.work,TRUE,nadia_smith_waybrand_work,TRUE
nadia.smith@wellaction.work,TRUE,nadia_smith_wellaction_work,TRUE
nadia.smith@wellbrand.work,TRUE,nadia_smith_wellbrand_work,TRUE
nadia.smith@whatbuzz.work,TRUE,nadia_smith_whatbuzz_work,TRUE
nadia.smith@wouldaction.work,TRUE,nadia_smith_wouldaction_work,TRUE
nadia.s@onlygrowth.work,TRUE,nadia_s_onlygrowth_work,TRUE
nadias@onlygrowth.work,TRUE,nadias_onlygrowth_work,TRUE
nadia.s@overaction.work,TRUE,nadia_s_overaction_work,TRUE
nadias@overaction.work,TRUE,nadias_overaction_work,TRUE
nadia.s@seecampaign.work,TRUE,nadia_s_seecampaign_work,TRUE
nadias@seecampaign.work,TRUE,nadias_seecampaign_work,TRUE
nadia.s@thereresult.work,TRUE,nadia_s_thereresult_work,TRUE
nadias@thereresult.work,TRUE,nadias_thereresult_work,TRUE
nadia.s@thinkresult.work,TRUE,nadia_s_thinkresult_work,TRUE
nadias@thinkresult.work,TRUE,nadias_thinkresult_work,TRUE
nadia.s@tomarket.work,TRUE,nadia_s_tomarket_work,TRUE
nadias@tomarket.work,TRUE,nadias_tomarket_work,TRUE
nadia.s@uslead.work,TRUE,nadia_s_uslead_work,TRUE
nadias@uslead.work,TRUE,nadias_uslead_work,TRUE
nadia.s@waybrand.work,TRUE,nadia_s_waybrand_work,TRUE
nadias@waybrand.work,TRUE,nadias_waybrand_work,TRUE
nadia.s@wellaction.work,TRUE,nadia_s_wellaction_work,TRUE
nadias@wellaction.work,TRUE,nadias_wellaction_work,TRUE
nadia.s@wellbrand.work,TRUE,nadia_s_wellbrand_work,TRUE
nadias@wellbrand.work,TRUE,nadias_wellbrand_work,TRUE
nadia.s@whatbuzz.work,TRUE,nadia_s_whatbuzz_work,TRUE
nadias@whatbuzz.work,TRUE,nadias_whatbuzz_work,TRUE
nadias@wouldaction.work,TRUE,nadias_wouldaction_work,TRUE
nadia@thereresult.work,TRUE,nadia_thereresult_work,TRUE
nadia@thinkresult.work,TRUE,nadia_thinkresult_work,TRUE
nadia@tomarket.work,TRUE,nadia_tomarket_work,TRUE
nadia@uslead.work,TRUE,nadia_uslead_work,TRUE
nadia@waybrand.work,TRUE,nadia_waybrand_work,TRUE
nadia@wellaction.work,TRUE,nadia_wellaction_work,TRUE
nadia@whatbuzz.work,TRUE,nadia_whatbuzz_work,TRUE
