email,is_google,ee_account_id,is_active
rosa_black@boldshiftshift.work,TRUE,rosa_un_black_boldshiftshift_work,FALSE
rosa_black@boldnode.work,TRUE,rosa_un_black_boldnode_work,FALSE
rosa_black@boldlink.work,TRUE,rosa_un_black_boldlink_work,FALSE
rosa_black@boldfieldzone.work,TRUE,rosa_un_black_boldfieldzone_work,FALSE
rosa_black@boldfield.work,TRUE,rosa_un_black_boldfield_work,FALSE
rosa_black@boldfieldmesh.work,TRUE,rosa_un_black_boldfieldmesh_work,FALSE
rosa_b@easypathshift.work,TRUE,rosa_un_b_easypathshift_work,FALSE
rosa_b@easynodemesh.work,TRUE,rosa_un_b_easynodemesh_work,FALSE
rosa_b@easymesh.work,TRUE,rosa_un_b_easymesh_work,FALSE
rosa_b@easyflowfield.work,TRUE,rosa_un_b_easyflowfield_work,FALSE
rosa_b@clearnode.work,TRUE,rosa_un_b_clearnode_work,FALSE
rosa_b@clearhyperfield.work,TRUE,rosa_un_b_clearhyperfield_work,FALSE
rosa_b@cleargrid.work,TRUE,rosa_un_b_cleargrid_work,FALSE
rosa_b@cleareasylink.work,TRUE,rosa_un_b_cleareasylink_work,FALSE
rosa_b@clearbrightlink.work,TRUE,rosa_un_b_clearbrightlink_work,FALSE
rosa_b@brightultravault.work,TRUE,rosa_un_b_brightultravault_work,FALSE
rosa_b@brightstack.work,TRUE,rosa_un_b_brightstack_work,FALSE
rosa_b@brightshift.work,TRUE,rosa_un_b_brightshift_work,FALSE
rosa_b@brightnovalink.work,TRUE,rosa_un_b_brightnovalink_work,FALSE
rosa_b@brightnode.work,TRUE,rosa_un_b_brightnode_work,FALSE
rosa_b@brightlink.work,TRUE,rosa_un_b_brightlink_work,FALSE
rosa_b@brighthub.work,TRUE,rosa_un_b_brighthub_work,FALSE
rosa_b@brighthubnode.work,TRUE,rosa_un_b_brighthubnode_work,FALSE
rosa_b@brightgridmesh.work,TRUE,rosa_un_b_brightgridmesh_work,FALSE
rosa_b@brightflow.work,TRUE,rosa_un_b_brightflow_work,FALSE
rosa_b@brighteasyfield.work,TRUE,rosa_un_b_brighteasyfield_work,FALSE
rosa_b@brightdeck.work,TRUE,rosa_un_b_brightdeck_work,FALSE
rosa_b@brightboldshift.work,TRUE,rosa_un_b_brightboldshift_work,FALSE
rosa_b@boldzonegrid.work,TRUE,rosa_un_b_boldzonegrid_work,FALSE
rosa_b@boldstacknode.work,TRUE,rosa_un_b_boldstacknode_work,FALSE
rosa_b@boldshiftshift.work,TRUE,rosa_un_b_boldshiftshift_work,FALSE
rosa_b@boldnode.work,TRUE,rosa_un_b_boldnode_work,FALSE
rosa_b@boldlink.work,TRUE,rosa_un_b_boldlink_work,FALSE
rosa_b@boldfieldzone.work,TRUE,rosa_un_b_boldfieldzone_work,FALSE
rosa_b@boldfield.work,TRUE,rosa_un_b_boldfield_work,FALSE
rosa_b@boldfieldmesh.work,TRUE,rosa_un_b_boldfieldmesh_work,FALSE
rosa.black@easypathshift.work,TRUE,rosa_black_easypathshift_work,FALSE
rosa.black@easynodemesh.work,TRUE,rosa_black_easynodemesh_work,FALSE
rosa.black@easymesh.work,TRUE,rosa_black_easymesh_work,FALSE
rosa.black@easyflowfield.work,TRUE,rosa_black_easyflowfield_work,FALSE
rosa.black@clearnode.work,TRUE,rosa_black_clearnode_work,FALSE
rosa.black@clearhyperfield.work,TRUE,rosa_black_clearhyperfield_work,FALSE
rosa.black@cleargrid.work,TRUE,rosa_black_cleargrid_work,FALSE
rosa.black@cleareasylink.work,TRUE,rosa_black_cleareasylink_work,FALSE
rosa.black@clearbrightlink.work,TRUE,rosa_black_clearbrightlink_work,FALSE
rosa.black@brightultravault.work,TRUE,rosa_black_brightultravault_work,FALSE
rosa.black@brightstack.work,TRUE,rosa_black_brightstack_work,FALSE
rosa.black@brightshift.work,TRUE,rosa_black_brightshift_work,FALSE
rosa.black@brightnovalink.work,TRUE,rosa_black_brightnovalink_work,FALSE
rosa.black@brightnode.work,TRUE,rosa_black_brightnode_work,FALSE
rosa.black@brightlink.work,TRUE,rosa_black_brightlink_work,FALSE
rosa.black@brighthub.work,TRUE,rosa_black_brighthub_work,FALSE
rosa.black@brighthubnode.work,TRUE,rosa_black_brighthubnode_work,FALSE
rosa.black@brightgridmesh.work,TRUE,rosa_black_brightgridmesh_work,FALSE
rosa.black@brightflow.work,TRUE,rosa_black_brightflow_work,FALSE
rosa.black@brighteasyfield.work,TRUE,rosa_black_brighteasyfield_work,FALSE
rosa.black@brightdeck.work,TRUE,rosa_black_brightdeck_work,FALSE
rosa.black@brightboldshift.work,TRUE,rosa_black_brightboldshift_work,FALSE
rosa.black@boldzonegrid.work,TRUE,rosa_black_boldzonegrid_work,FALSE
rosa.black@boldstacknode.work,TRUE,rosa_black_boldstacknode_work,FALSE
rosa.black@boldshiftshift.work,TRUE,rosa_black_boldshiftshift_work,FALSE
rosa.black@boldnode.work,TRUE,rosa_black_boldnode_work,FALSE
rosa.black@boldlink.work,TRUE,rosa_black_boldlink_work,FALSE
rosa.black@boldfieldzone.work,TRUE,rosa_black_boldfieldzone_work,FALSE
rosa.black@boldfield.work,TRUE,rosa_black_boldfield_work,FALSE
rosa.black@boldfieldmesh.work,TRUE,rosa_black_boldfieldmesh_work,FALSE
rosa.bk@easypathshift.work,TRUE,rosa_bk_easypathshift_work,FALSE
rosa.bk@easynodemesh.work,TRUE,rosa_bk_easynodemesh_work,FALSE
rosa.bk@easymesh.work,TRUE,rosa_bk_easymesh_work,FALSE
rosa.bk@easyflowfield.work,TRUE,rosa_bk_easyflowfield_work,FALSE
rosa.bk@clearnode.work,TRUE,rosa_bk_clearnode_work,FALSE
rosa.bk@clearhyperfield.work,TRUE,rosa_bk_clearhyperfield_work,FALSE
rosa.bk@cleargrid.work,TRUE,rosa_bk_cleargrid_work,FALSE
rosa.bk@cleareasylink.work,TRUE,rosa_bk_cleareasylink_work,FALSE
rosa.bk@clearbrightlink.work,TRUE,rosa_bk_clearbrightlink_work,FALSE
rosa.bk@brightultravault.work,TRUE,rosa_bk_brightultravault_work,FALSE
rosa.bk@brightstack.work,TRUE,rosa_bk_brightstack_work,FALSE
rosa.bk@brightshift.work,TRUE,rosa_bk_brightshift_work,FALSE
rosa.bk@brightnovalink.work,TRUE,rosa_bk_brightnovalink_work,FALSE
rosa.bk@brightnode.work,TRUE,rosa_bk_brightnode_work,FALSE
rosa.bk@brightlink.work,TRUE,rosa_bk_brightlink_work,FALSE
rosa.bk@brighthub.work,TRUE,rosa_bk_brighthub_work,FALSE
rosa.bk@brighthubnode.work,TRUE,rosa_bk_brighthubnode_work,FALSE
rosa.bk@brightgridmesh.work,TRUE,rosa_bk_brightgridmesh_work,FALSE
rosa.bk@brightflow.work,TRUE,rosa_bk_brightflow_work,FALSE
rosa.bk@brighteasyfield.work,TRUE,rosa_bk_brighteasyfield_work,FALSE
rosa.bk@brightdeck.work,TRUE,rosa_bk_brightdeck_work,FALSE
rosa.bk@brightboldshift.work,TRUE,rosa_bk_brightboldshift_work,FALSE
rosa.bk@boldzonegrid.work,TRUE,rosa_bk_boldzonegrid_work,FALSE
rosa.bk@boldstacknode.work,TRUE,rosa_bk_boldstacknode_work,FALSE
rosa.bk@boldshiftshift.work,TRUE,rosa_bk_boldshiftshift_work,FALSE
rosa.bk@boldnode.work,TRUE,rosa_bk_boldnode_work,FALSE
rosa.bk@boldlink.work,TRUE,rosa_bk_boldlink_work,FALSE
rosa.bk@boldfieldzone.work,TRUE,rosa_bk_boldfieldzone_work,FALSE
rosa.bk@boldfield.work,TRUE,rosa_bk_boldfield_work,FALSE
rosa.bk@boldfieldmesh.work,TRUE,rosa_bk_boldfieldmesh_work,FALSE
rosa.b@easypathshift.work,TRUE,rosa_b_easypathshift_work,FALSE
rosa.b@easynodemesh.work,TRUE,rosa_b_easynodemesh_work,FALSE
rosa.b@easymesh.work,TRUE,rosa_b_easymesh_work,FALSE
rosa.b@easyflowfield.work,TRUE,rosa_b_easyflowfield_work,FALSE
rosa.b@clearnode.work,TRUE,rosa_b_clearnode_work,FALSE
rosa.b@clearhyperfield.work,TRUE,rosa_b_clearhyperfield_work,FALSE
rosa.b@cleargrid.work,TRUE,rosa_b_cleargrid_work,FALSE
rosa.b@cleareasylink.work,TRUE,rosa_b_cleareasylink_work,FALSE
rosa.b@clearbrightlink.work,TRUE,rosa_b_clearbrightlink_work,FALSE
rosa.b@brightultravault.work,TRUE,rosa_b_brightultravault_work,FALSE
rosa.b@brightstack.work,TRUE,rosa_b_brightstack_work,FALSE
rosa.b@brightshift.work,TRUE,rosa_b_brightshift_work,FALSE
rosa.b@brightnovalink.work,TRUE,rosa_b_brightnovalink_work,FALSE
rosa.b@brightnode.work,TRUE,rosa_b_brightnode_work,FALSE
rosa.b@brightlink.work,TRUE,rosa_b_brightlink_work,FALSE
rosa.b@brighthub.work,TRUE,rosa_b_brighthub_work,FALSE
rosa.b@brighthubnode.work,TRUE,rosa_b_brighthubnode_work,FALSE
rosa.b@brightgridmesh.work,TRUE,rosa_b_brightgridmesh_work,FALSE
rosa.b@brightflow.work,TRUE,rosa_b_brightflow_work,FALSE
rosa.b@brighteasyfield.work,TRUE,rosa_b_brighteasyfield_work,FALSE
rosa.b@brightdeck.work,TRUE,rosa_b_brightdeck_work,FALSE
rosa.b@brightboldshift.work,TRUE,rosa_b_brightboldshift_work,FALSE
rosa.b@boldzonegrid.work,TRUE,rosa_b_boldzonegrid_work,FALSE
rosa.b@boldstacknode.work,TRUE,rosa_b_boldstacknode_work,FALSE
rosa.b@boldshiftshift.work,TRUE,rosa_b_boldshiftshift_work,FALSE
rosa.b@boldnode.work,TRUE,rosa_b_boldnode_work,FALSE
rosa.b@boldlink.work,TRUE,rosa_b_boldlink_work,FALSE
rosa.b@boldfieldzone.work,TRUE,rosa_b_boldfieldzone_work,FALSE
rosa.b@boldfield.work,TRUE,rosa_b_boldfield_work,FALSE
rosa.b@boldfieldmesh.work,TRUE,rosa_b_boldfieldmesh_work,FALSE
stacey.stafford@maildoso.com,TRUE,stacey_stafford_maildoso_com,FALSE
silas.snyder@maildoso.com,TRUE,silas_snyder_maildoso_com,FALSE
sandra.sanders@backlinkswappers.com,TRUE,sandra_sanders_backlinkswappers_com,FALSE
melissa@havebuzz.work,TRUE,melissa_havebuzz_work,FALSE
